year,metro,genSrc,capacity,cnt,all,0,1,2,3,4,5,6,7,8,9,10
2017,부산,태양광,22479.27,180,3470653,258732,310044,451791,467624,545052,599544,472617,259903,92153,11579,1614
2017,서울,소수력,416.0,5,936179,68128,73866,144508,156102,150218,149881,105814,62761,21351,2951,599
2017,서울,태양광,20471.739999999998,291,9857426,728462,894656,1447115,1579189,1647989,1553543,1109052,635309,223113,33479,5519
2017,세종,태양광,24152.6,166,560200,80344,64126,60532,104814,104240,67342,42200,23420,11536,1548,98
2017,울산,태양광,12661.17,103,1165132,112441,126894,156966,171065,201695,207642,116984,50444,18430,2418,153
2017,인천,태양광,20832.55,210,2459788,221674,258967,343763,366366,427419,425662,235462,121906,50545,7463,561
2017,전남,바이오,640.0,1,47285,2724,3412,4875,4242,6109,8423,7232,6536,3236,471,25
2017,전남,소수력,80.0,2,99394,6289,7671,9024,9259,12772,17080,15175,14390,6789,898,47
2017,전남,태양광,640268.1900000001,5140,1896424,151229,191645,207412,212235,281291,316532,237209,192849,93150,12133,739
2017,전남,폐기물,480.0,1,82872,8057,9186,7936,10713,13054,12421,9623,7869,3554,428,31
2017,전북,바이오,650.0,4,261174,16493,24113,25418,23598,35781,43565,38011,33429,18247,2352,167
2017,전북,소수력,289.0,4,186145,14474,17038,17889,19967,26000,30060,25647,22113,11333,1540,84
2017,전북,연료전지,420.0,1,95975,9180,9101,9593,12312,14476,15195,12108,8847,4500,629,34
2017,전북,태양광,791878.03,7447,1854607,150817,199956,219942,215957,291298,300220,224916,160990,79365,10440,706
2017,전북,폐기물,320.0,1,648964,58489,79858,89997,85393,111027,101531,65437,38612,16386,2099,135
2017,제주,태양광,4867.21,49,657083,64110,74873,79751,87312,114469,104866,65842,42296,20100,3222,242
2017,제주,풍력,99.4,1,478700,48487,56923,59806,65876,84570,74728,44927,27821,13206,2197,159
2017,충남,바이오,1100.0,3,155077,10085,14112,15856,14978,21192,26741,23201,17340,10246,1243,83
2017,충남,소수력,1470.0,4,617229,58307,61945,66695,85494,97250,95028,72095,50296,26615,3265,239
2017,충남,태양광,372216.25,2949,2116770,193878,218457,248359,292363,336528,330207,237184,161824,86297,10919,754
2017,충남,폐기물,440.0,1,103198,7302,9598,10231,11131,15177,17750,15257,10658,5343,703,48
2017,충남,풍력,20.0,1,171678,16696,18663,19320,23262,27996,26635,18518,12705,6895,931,57
2017,충북,바이오,845.0,2,1043906,97510,115767,142292,148500,175545,168043,103560,61090,27802,3567,230
2017,충북,태양광,168027.0,1769,1594432,137206,165826,199663,207682,255596,267036,182281,116357,55312,6996,477
2017,충북,폐기물,1260.0,2,305622,23641,30283,34378,36384,49003,54990,37767,25609,12007,1447,113
2018,강원,바이오,2670.0,3,624710,51671,66767,80885,80828,101545,106097,69877,43147,20600,3105,188
2018,강원,소수력,2223.0,7,405955,27637,37336,49756,43031,57787,71233,58046,39937,18128,2851,213
2018,강원,연료전지,96.0,1,42610,2212,3377,3660,3650,5860,8612,7542,5126,2214,322,35
2018,강원,태양광,368186.32999999996,2478,1543052,112664,150060,182891,175578,233996,271635,207147,136550,62323,9497,711
2018,강원,폐기물,988.0,2,126540,9165,12523,13015,14048,20030,23044,17940,11409,4561,730,75
2018,강원,풍력,179.0,2,282906,18913,26736,31843,29860,42435,50591,41280,26715,12504,1901,128
2018,경기,바이오,700.0,2,258839,23883,27043,33712,35812,40434,41837,28686,17712,8465,1160,95
2018,경기,소수력,405.0,2,387132,33447,39295,49749,54337,65106,66293,42360,24205,10820,1411,109
2018,경기,연료전지,440.0,1,150676,10143,14068,18363,15819,22594,30238,20674,12272,5653,785,67
2018,경기,태양광,267514.16,2787,12965628,1201650,1374550,1736773,1936964,2274597,2125946,1273911,700506,295064,42107,3560
2018,경기,폐기물,909.0,1,423170,52060,43624,45695,71963,76472,60486,40519,22375,8723,1200,53
2018,경남,바이오,1870.0,3,694626,67293,72600,86396,97691,116158,113462,77145,43283,18150,2322,126
2018,경남,소수력,99.0,1,47533,2231,3455,4184,3420,5917,8872,8206,6605,4025,598,20
2018,경남,연료전지,105.0,1,62455,4261,6015,6036,5641,8350,10823,9086,7221,4404,578,40
2018,경남,태양광,325020.59,2291,3373988,296642,345897,394180,441235,552404,579597,405089,233023,111177,14066,678
2018,경남,폐기물,673.0,3,1156100,97897,117692,147287,155096,187239,206685,138712,70415,30977,3866,234
2018,경남,풍력,6.0,1,47533,2231,3455,4184,3420,5917,8872,8206,6605,4025,598,20
2018,경북,소수력,1624.0,7,415125,26328,34666,36651,37331,53630,72747,68438,51593,29388,4133,220
2018,경북,연료전지,198.0,1,118828,11277,12413,13591,18204,20926,18743,11826,7486,3807,520,35
2018,경북,태양광,600276.0,3907,2666999,207141,244545,299161,318505,398095,465588,363587,234001,119623,15903,850
2018,경북,폐기물,330.0,2,163500,13489,15011,17641,21975,26138,27965,20177,13119,6951,980,54
2018,광주,바이오,20.0,1,404547,45159,56097,55389,59689,77234,59194,27831,16043,6933,920,58
2018,광주,태양광,86049.19,662,1459336,131277,171887,205743,200420,246391,231284,145281,87000,34920,4762,371
2018,대구,연료전지,297.0,1,351291,28571,29313,43532,48399,53666,59146,47617,28551,11097,1289,110
2018,대구,태양광,22207.100000000002,231,2382368,189209,244089,319175,306325,392902,419036,282535,157122,64014,7418,543
2018,대전,매립지가스(LFG),99.0,1,181991,13031,19173,25819,21893,30327,33744,21392,11334,4654,590,34
2018,대전,태양광,12936.75,205,1489936,128497,160537,213955,209040,249652,242983,159155,84756,36054,4988,319
2018,부산,소수력,65.0,2,509471,34063,46360,68778,62456,77297,89169,73904,40638,14623,1876,307
2018,부산,태양광,31213.98,246,3441453,251442,296145,444737,454711,527047,593189,488127,272992,98675,12723,1665
2018,부산,풍력,8.0,1,164864,19825,16593,15868,26537,29349,22144,18493,11067,4336,619,33
2018,서울,소수력,416.0,5,1301373,97640,102910,199509,226119,204832,199838,150466,84125,30582,4647,705
2018,서울,태양광,17931.56,340,9765623,690368,855121,1449790,1548770,1590374,1546954,1142415,660825,238869,36294,5843
2018,세종,태양광,34138.08,268,628252,88904,73390,68062,116762,116494,76746,48522,25066,12416,1782,108
2018,울산,태양광,18058.17,134,1155623,108363,121540,153359,166208,194425,210492,124918,53882,19654,2624,158
2018,인천,태양광,31219.519999999997,301,2538100,219832,257254,351145,371900,428596,444271,264166,134848,56866,8555,667
2018,전남,바이오,640.0,1,46917,2579,3254,4865,4031,5785,8488,7445,6479,3452,510,29
2018,전남,소수력,80.0,2,98394,6089,7250,8936,8780,12228,17132,15471,14188,7319,950,51
2018,전남,태양광,908084.9199999999,6482,1882970,145246,183499,206817,204928,271461,319904,246135,192446,98837,12922,775
2018,전남,폐기물,480.0,1,81991,7631,8972,8172,9914,12726,12556,9864,7877,3774,475,30
2018,전북,바이오,1148.0,5,527186,39468,51255,54300,56729,78880,87397,72697,53989,28297,3888,286
2018,전북,소수력,110.0,2,29209,1843,2403,2361,2479,3591,4831,4434,4404,2472,366,25
2018,전북,연료전지,525.0,1,94444,8446,8826,9360,11416,13931,15539,12552,8851,4814,675,34
2018,전북,태양광,1115191.44,9845,1836832,143990,190798,217554,207874,281151,304598,232335,162865,83485,11434,748
2018,전북,폐기물,320.0,1,651091,57289,76831,91034,84444,108813,104469,68149,40243,17390,2278,151
2018,제주,태양광,15914.21,84,667191,63719,73719,81714,87727,113362,108398,69620,43875,21468,3342,247
2018,제주,풍력,99.4,1,485946,48277,55784,61550,66210,83552,77449,47735,28849,14110,2273,157
2018,충남,바이오,1100.0,3,152526,9502,13324,15434,14327,20070,26530,23947,17294,10616,1394,88
2018,충남,소수력,1470.0,4,615125,55601,60515,66218,82786,95454,96731,75051,50894,28085,3548,242
2018,충남,태양광,545992.87,4031,2126282,189024,213551,248443,288943,331657,338050,248096,164280,91497,11962,779
2018,충남,폐기물,440.0,1,101990,6870,9123,10058,10685,14487,17779,15686,10743,5744,771,44
2018,충남,풍력,20.0,1,174162,16516,18333,19544,23303,27839,27696,19413,12971,7467,1019,61
2018,충북,바이오,845.0,2,1048253,95154,111860,143533,147631,171276,171603,110646,62857,29638,3808,247
2018,충북,소수력,600.0,1,33680,1760,2401,2706,2565,3695,6250,6267,4690,2922,401,23
2018,충북,태양광,245673.0,2373,1599252,133659,159713,200941,205568,248623,271428,194090,118431,58700,7578,521
2018,충북,폐기물,1260.0,2,306334,22776,28997,34627,35884,47319,55744,40500,25901,12854,1613,119
2019,강원,바이오,2670.0,3,630506,51073,64741,81993,80117,100228,107166,76521,42758,22298,3395,216
2019,강원,소수력,2223.0,7,403117,26667,35624,48508,41327,56149,70199,61939,39827,19570,3081,226
2019,강원,연료전지,96.0,1,42106,2036,3137,3468,3427,5526,8400,8198,5061,2470,345,38
2019,강원,태양광,571214.1900000001,4131,1541502,109556,143799,181102,170669,228292,270588,223088,135991,67330,10293,794
2019,강원,폐기물,988.0,2,125652,8823,11832,12771,13516,19305,22829,19162,11558,4939,828,89
2019,강원,풍력,179.0,2,282592,18098,25743,31984,28624,41499,49984,44235,26775,13442,2071,137
2019,경기,바이오,700.0,2,259658,22936,26007,34256,35200,39927,42338,30731,17846,9040,1274,103
2019,경기,소수력,414.0,3,1033588,77724,105513,154080,137072,174802,192876,109309,53128,25383,3474,227
2019,경기,연료전지,1320.0,2,799297,55757,81287,123011,100901,132746,155900,85979,40907,19771,2864,174
2019,경기,태양광,460164.06,4631,13128583,1177274,1345510,1758628,1913818,2274030,2178625,1382350,727200,320250,47022,3876
2019,경기,폐기물,909.0,1,437221,52071,44797,47422,71134,80358,62744,43857,23886,9519,1367,66
2019,경기,풍력,76.0,2,834323,61379,86397,126575,109494,141199,156971,86726,41729,20828,2870,155
2019,경남,바이오,1870.0,3,698093,65917,70573,86230,94830,115332,115850,82120,44924,19587,2593,137
2019,경남,소수력,249.0,2,81991,3640,5356,6586,5449,9251,15624,15259,11799,7837,1156,34
2019,경남,연료전지,105.0,1,62179,3991,5888,6129,5303,8035,10753,9554,7160,4690,637,39
2019,경남,태양광,524414.9,3856,3362553,285500,333957,387562,422681,543280,585420,430008,239382,118395,15649,719
2019,경남,폐기물,673.0,3,1146556,93762,112632,143372,148178,182835,206941,147742,73422,33160,4269,243
2019,경남,풍력,6.0,1,46574,2117,3137,3938,3102,5557,8860,8472,6461,4262,647,21
2019,경북,소수력,1624.0,7,414561,25411,33872,36505,35842,52487,71603,71413,51238,31402,4552,236
2019,경북,연료전지,1078.0,2,117047,10468,11958,12939,16540,20816,19212,12764,7537,4193,578,42
2019,경북,태양광,956832.14,6495,2656219,199723,235224,293645,305830,390145,463270,384686,236951,128673,17156,916
2019,경북,폐기물,160.0,1,117047,10468,11958,12939,16540,20816,19212,12764,7537,4193,578,42
2019,광주,태양광,119081.76,890,1456468,126519,164431,207448,192943,244566,233280,153369,90695,37474,5344,399
2019,대구,연료전지,297.0,1,345469,27103,27792,42229,45899,52318,57845,49203,29426,12118,1419,117
2019,대구,태양광,36251.05,420,2438031,188312,237198,323641,305986,393387,428249,308797,170112,73058,8613,678
2019,대전,매립지가스(LFG),99.0,1,177031,11905,17783,24958,20273,28526,33588,22734,11606,5015,613,30
2019,대전,태양광,19035.77,302,1474870,121829,153179,212629,200480,242481,243869,168307,87513,38853,5397,333
2019,부산,소수력,65.0,2,510309,34146,44514,67777,61246,76564,88080,77049,42609,15892,2105,327
2019,부산,태양광,42493.12,351,3413841,243321,283240,436149,435710,517782,583099,507247,284110,107326,14067,1790
2019,부산,풍력,8.0,1,164716,18803,16718,15872,24478,30097,22374,19349,11580,4751,659,35
2019,서울,소수력,416.0,5,1288648,92547,98328,199785,218203,200929,196771,156189,87080,32984,5093,739
2019,서울,태양광,21935.09,406,9729107,662693,819571,1456623,1509959,1560983,1539968,1189802,684087,259487,39690,6244
2019,세종,태양광,48303.34,424,681150,94498,80074,72680,122928,128944,84960,54416,26890,13528,2126,106
2019,울산,태양광,25475.170000000002,224,1148019,104371,116733,149137,159743,190771,211359,134651,56946,21222,2928,158
2019,인천,태양광,44810.93,478,2548164,213131,250044,350152,363107,425268,448066,286331,140625,61184,9545,711
2019,전남,바이오,640.0,1,46535,2416,3126,5077,3857,5489,8261,7764,6285,3683,547,30
2019,전남,소수력,194.0,4,167578,10162,12521,14684,13863,20288,28644,27906,24086,13539,1795,90
2019,전남,태양광,1402895.3699999999,9113,1868745,139429,175262,204910,195424,266036,318048,257341,192430,104585,14485,795
2019,전남,폐기물,480.0,1,81105,7234,8799,8129,9397,12537,12491,10140,7830,3971,543,34
2019,전북,바이오,1148.0,5,520071,37093,49014,52899,53333,76781,86729,75213,54590,29826,4283,310
2019,전북,소수력,110.0,2,28382,1686,2305,2211,2227,3421,4683,4569,4261,2635,362,22
2019,전북,연료전지,840.0,1,92220,7601,8459,9082,10153,13617,15482,13058,8910,5098,723,37
2019,전북,태양광,1703175.5,14434,1818917,137083,182472,213865,197979,274445,303635,242850,164877,88415,12492,804
2019,전북,폐기물,160.0,1,654394,56268,74271,91782,82942,108081,105617,72359,41760,18632,2515,167
2019,제주,태양광,32645.21,147,670989,62286,72127,82155,84830,113091,110759,74425,44580,22724,3742,270
2019,제주,풍력,99.4,1,489405,47172,54588,62584,64232,83225,79410,51224,29327,14889,2585,169
2019,충남,바이오,2060.0,4,150559,9078,12535,14904,13705,19278,25982,24987,17286,11170,1527,107
2019,충남,소수력,1470.0,4,613589,53241,59307,65237,79006,95029,97575,78860,51392,29717,3941,284
2019,충남,태양광,953807.43,7466,2123709,181907,208186,245737,279253,328355,341504,261164,166601,96991,13146,865
2019,충남,폐기물,440.0,1,101114,6536,8669,9856,10069,14210,17611,16234,10947,6071,859,52
2019,충남,풍력,20.0,1,174690,16038,17784,19278,22847,27544,28250,20392,13445,7927,1121,64
2019,충북,매립지가스(LFG),95.0,1,210737,15330,19640,24556,24116,31575,38040,29383,17478,9391,1161,67
2019,충북,바이오,750.0,1,839566,77033,88408,118938,120345,136784,136549,89604,46067,22538,3114,186
2019,충북,소수력,600.0,1,32949,1563,2246,2541,2374,3505,6069,6484,4620,3055,469,23
2019,충북,태양광,438288.01,4382,1600007,129285,154357,200205,200080,243597,274429,207296,118902,62856,8466,534
2019,충북,폐기물,1260.0,2,305719,21917,27720,34506,34580,45811,56080,43559,25730,13892,1804,120
2020,강원,바이오,2670.0,3,637141,49971,62855,82921,79577,99691,107853,83820,42657,23837,3728,231
2020,강원,소수력,2223.0,7,401154,25419,33414,47867,40129,54705,68916,66647,39546,20908,3359,244
2020,강원,연료전지,96.0,1,41681,1868,2907,3415,3098,5341,8080,8876,4988,2701,365,42
2020,강원,태양광,803847.0,5633,1542840,105598,137508,180015,166349,224378,267815,241578,135459,72012,11264,864
2020,강원,풍력,80.0,1,213321,13488,18974,25201,21691,32357,36652,33706,19586,9908,1649,109
2020,경기,바이오,700.0,2,261904,21553,25424,35469,34785,39668,42378,33494,18110,9563,1350,110
2020,경기,소수력,468.0,4,2113557,174650,221360,294074,280545,371390,360080,227486,120792,54684,8021,475
2020,경기,연료전지,1420.0,3,1876365,153982,197453,262090,245622,328846,322019,202128,107869,48674,7267,415
2020,경기,태양광,633520.52,6357,13315117,1138570,1318622,1795671,1895920,2283390,2214803,1513812,755601,342904,51561,4263
2020,경기,풍력,76.0,2,841927,58680,82044,129031,108870,138530,159236,96799,43424,21989,3136,188
2020,경남,바이오,1870.0,3,700325,62993,69505,85974,90867,115079,116517,88553,46648,21195,2841,153
2020,경남,소수력,329.0,4,79642,3158,4971,5929,4911,8479,14958,16201,11676,8045,1273,41
2020,경남,연료전지,315.0,2,61502,3761,5720,5951,5008,7739,10581,10149,6988,4836,727,42
2020,경남,태양광,754389.67,5651,3340216,268766,324214,378436,399558,536223,582448,462731,245191,124648,17174,827
2020,경남,풍력,6.0,1,44785,1829,2883,3460,2784,4970,8429,8921,6372,4384,730,23
2020,경북,소수력,1634.0,8,509591,30028,38662,44757,42804,63417,87517,93248,63552,39605,5699,302
2020,경북,연료전지,1078.0,2,114758,9524,11541,12032,14876,20660,19625,13758,7677,4406,618,41
2020,경북,태양광,1403801.51,10199,2630345,189169,225461,283330,290265,382218,457814,407484,240366,134549,18708,981
2020,광주,태양광,137023.09,1097,1450062,119692,157144,209375,185867,240867,233822,163784,93541,39671,5875,424
2020,대구,연료전지,297.0,1,341920,25193,26566,41684,43821,51410,56998,51418,30211,13013,1481,125
2020,대구,태양광,49377.0,582,2418346,178226,225898,321534,294310,383839,425479,325957,175276,77665,9429,733
2020,대전,매립지가스(LFG),99.0,1,176384,11307,16700,24528,20177,27261,33686,24620,12102,5275,689,39
2020,대전,태양광,21844.77,375,1463882,114529,146436,212488,194088,237216,241921,179153,91320,40519,5841,371
2020,부산,소수력,65.0,2,503411,32668,42680,65991,58306,75368,85010,79792,43963,17010,2285,338
2020,부산,태양광,49964.34,433,3391946,232356,272014,430987,419014,511148,568913,531620,293299,115680,15028,1887
2020,부산,풍력,8.0,1,174545,19153,17475,17066,24960,32215,24006,21398,12335,5150,744,43
2020,서울,소수력,316.0,3,684776,45013,47636,111588,111001,103932,105591,85696,50341,20415,2999,564
2020,서울,태양광,26336.44,463,9668465,623745,781866,1460411,1475106,1528182,1523556,1243954,704076,278094,42683,6792
2020,세종,태양광,54244.44,516,711662,94566,85354,74906,122984,137662,90410,60278,28784,14218,2400,100
2020,울산,태양광,35401.5,314,1136017,98506,112420,144569,151705,187808,209521,145347,60168,22712,3086,175
2020,인천,태양광,52486.89,561,2538485,201441,242504,344215,350449,420570,444980,312250,146246,64678,10360,792
2020,전남,바이오,640.0,1,46280,2345,3029,4834,3644,5187,8146,8281,6346,3835,598,35
2020,전남,소수력,233.0,6,165002,9502,11939,14157,12728,19460,27809,29258,23831,14232,1980,106
2020,전남,태양광,1940452.16,13176,1851549,132202,167308,200709,186064,259749,313679,272377,192906,109618,16067,870
2020,전북,바이오,2146.0,7,513346,34318,46897,51864,50077,74412,85130,78771,56092,30698,4738,349
2020,전북,소수력,110.0,2,27810,1521,2219,2076,2001,3324,4505,4832,4184,2747,373,28
2020,전북,연료전지,1260.0,3,641744,47028,63049,74879,68580,98916,108214,91939,56688,27833,4345,273
2020,전북,태양광,2445377.82,20851,1804104,128692,174963,211464,189012,268277,299522,255829,170340,91504,13645,856
2020,제주,태양광,123474.0,519,674635,60297,70661,82746,82555,112376,112401,79761,45591,23892,4059,296
2020,제주,풍력,99.0,1,492466,45724,53274,63596,62686,82912,80753,54878,30090,15577,2778,198
2020,충남,바이오,2060.0,4,147623,8501,11862,14044,12851,18523,25015,26166,17561,11354,1634,112
2020,충남,소수력,1470.0,4,611117,49946,58217,64336,74775,95172,96881,83722,52866,30614,4276,312
2020,충남,태양광,1405588.73,11507,2121029,172628,202548,243200,268598,327791,340183,279372,171439,99965,14384,921
2020,충남,풍력,20.0,1,175591,15446,17252,19277,22123,27814,28370,22029,13886,8126,1211,57
2020,충북,바이오,750.0,1,844993,74249,86167,120028,118377,136530,137967,97151,47351,23577,3409,187
2020,충북,소수력,600.0,1,32412,1464,2111,2377,2210,3320,5900,6814,4584,3114,490,28
2020,충북,태양광,633019.0,6444,1600837,123371,149379,199209,194677,241194,273800,223341,120519,65569,9209,569
2021,강원,바이오,2670.0,3,642351,48246,61838,82375,79808,98813,108075,91738,41804,25605,3931,118
2021,강원,소수력,2303.0,8,397862,24239,32278,45398,39050,53331,67683,71472,38653,22186,3459,113
2021,강원,연료전지,96.0,1,40996,1715,2724,3240,2824,5053,7802,9485,4877,2877,382,17
2021,강원,태양광,937868.86,6994,1538492,100971,133885,175424,162817,219422,264586,260158,132627,76586,11658,358
2021,강원,풍력,80.0,1,212965,12837,18449,24560,21221,31762,36670,35766,19512,10438,1698,52
2021,경기,바이오,1199.0,3,265898,20424,25196,36469,35005,39785,42634,36806,18002,10114,1421,42
2021,경기,소수력,468.0,4,2111716,163452,216685,292242,273662,362773,366539,247058,121493,58994,8544,274
2021,경기,연료전지,1420.0,3,1879173,144493,193378,261406,240391,321034,328944,220236,108414,52844,7771,262
2021,경기,태양광,774046.57,7943,13453300,1093082,1311600,1786313,1889318,2280460,2254757,1649389,763410,368780,54457,1734
2021,경기,풍력,76.0,2,842260,54899,78954,128441,108007,134075,160116,106968,44024,23247,3419,110
2021,경남,바이오,1870.0,3,701823,59635,69317,83849,88059,114792,116905,95472,47869,22774,3070,81
2021,경남,소수력,329.0,4,77809,2808,4679,5298,4464,7840,14335,17172,11455,8334,1396,28
2021,경남,연료전지,315.0,2,61073,3496,5818,5667,4755,7444,10294,10845,6923,5015,792,24
2021,경남,태양광,915966.91,7417,3314183,250669,319461,362661,379886,527396,579779,494113,249720,131422,18682,394
2021,경남,풍력,6.0,1,43449,1633,2673,3037,2529,4549,8031,9375,6293,4525,790,14
2021,경북,소수력,1630.0,8,504909,28400,37694,43008,40815,61402,85183,97888,63040,41118,6166,195
2021,경북,연료전지,1078.0,2,113822,8686,11350,11574,13720,20557,20000,14926,7686,4635,670,18
2021,경북,태양광,1957337.98,15032,2617742,178138,221511,275209,278695,375967,452644,431229,243102,140462,20234,551
2021,광주,연료전지,315.0,1,427114,31994,41359,61142,54563,65746,71348,56057,30050,12971,1827,57
2021,광주,태양광,161576.61000000002,1299,1441611,114065,152404,206472,181189,236167,235764,172124,94547,42636,6066,177
2021,대구,연료전지,507.0,2,886362,60877,78931,115609,106089,136232,157924,131363,65970,29768,3517,82
2021,대구,태양광,64964.42,794,2385412,167823,218537,308921,284865,372555,419444,342291,177828,82781,10122,245
2021,대전,바이오,99.0,1,175046,10519,15786,24097,19941,26157,33326,26362,12363,5721,748,26
2021,대전,연료전지,105.0,1,175046,10519,15786,24097,19941,26157,33326,26362,12363,5721,748,26
2021,대전,태양광,26758.82,442,1452251,107548,142175,209397,189669,231018,240017,190514,92390,43199,6155,169
2021,부산,소수력,120.0,3,637833,50515,54694,75785,82638,99840,99549,98778,52001,21168,2795,70
2021,부산,태양광,69097.16,540,3350380,219611,266105,415549,405300,502391,554768,548878,298128,123791,15457,402
2021,부산,풍력,8.0,1,177125,18280,18048,16962,23994,33104,25035,22487,12861,5536,787,31
2021,서울,소수력,316.0,3,671473,42214,45870,108345,107641,100553,104227,88246,49693,21619,2933,132
2021,서울,태양광,28180.04,497,9509458,583683,756136,1422277,1439279,1480780,1507194,1285922,695800,295009,41735,1643
2021,세종,태양광,64989.7,694,743790,94126,91588,77020,123438,145528,97752,67044,29550,15114,2576,54
2021,울산,태양광,44082.83,408,1121592,92018,109990,137422,144891,183954,207056,155775,63024,24119,3276,67
2021,인천,태양광,54474.229999999996,613,2540911,191280,239611,334146,346257,417541,443592,340114,148077,68938,10999,356
2021,전남,매립지가스(LFG),998.0,1,218589,16347,23802,26198,23618,36047,35988,29966,17972,7648,979,24
2021,전남,바이오,640.0,1,46180,2177,2985,4543,3534,5118,8192,8766,6148,4077,613,27
2021,전남,소수력,733.0,11,161977,8662,11446,13484,11730,18640,27413,30207,23296,14898,2134,67
2021,전남,조력,80.0,1,30066,1547,2153,2417,2079,3398,4958,5515,4519,3074,397,9
2021,전남,태양광,2315793.21,15892,1832803,123712,163148,193735,178428,252254,312463,284871,191022,115490,17216,464
2021,전북,바이오,2146.0,7,506090,31651,45513,50183,47238,71948,84315,82069,55732,32181,5108,152
2021,전북,소수력,110.0,2,26855,1272,2151,1906,1752,3096,4387,5058,3938,2855,424,16
2021,전북,연료전지,1260.0,3,634559,43321,61341,72763,65306,96040,108038,96271,57469,29206,4700,104
2021,전북,태양광,2891820.32,24988,1786855,119673,170128,206579,182181,259675,298654,268393,170337,95991,14839,405
2021,제주,태양광,209343.84999999998,837,676759,57987,70369,80923,81026,111251,114905,84877,45783,25230,4213,195
2021,제주,풍력,99.4,1,493096,43758,52802,62256,61500,81836,82663,58499,30370,16396,2895,121
2021,충남,바이오,2400.0,4,144923,7904,11369,13305,12127,17599,24297,27491,17268,11771,1754,38
2021,충남,소수력,1470.0,4,614272,47200,58423,63853,73077,95273,97312,89550,52853,32006,4595,130
2021,충남,태양광,1684007.23,14619,2119257,162726,200673,238297,259565,325419,340591,299801,172067,104173,15528,417
2021,충남,풍력,20.0,1,176645,14755,17111,18885,21597,27812,28792,23804,14009,8521,1321,38
2021,충북,바이오,750.0,1,848482,71136,84739,118755,117775,135963,137868,105609,47969,25055,3517,96
2021,충북,소수력,600.0,1,31878,1334,2017,2247,2016,3135,5605,7353,4423,3220,514,14
2021,충북,태양광,783060.38,8198,1597427,116975,146411,194415,190607,237327,270874,241697,120068,69193,9592,268
